,id,score_normalized,reviewed_at,vintage_id
1557,2545805,92,2011-04-01T00:00:00Z,1422895
1558,3211806,98,2018-11-05T00:00:00Z,1422895
1559,1365994,91,2012-04-19T00:00:00Z,1366484
1560,2543571,90,2012-04-01T00:00:00Z,1366484
1561,2663149,93,2012-04-26T00:00:00Z,1366484
1562,1712619,94,2007-04-30T00:00:00Z,99861
1563,2498597,88,2009-03-01T00:00:00Z,99861
1564,2839586,85,2007-06-01T00:00:00Z,99861
1565,2839587,88,2007-06-01T00:00:00Z,99861
1566,1372240,92,2013-07-25T00:00:00Z,1202818
1567,1919029,93,2005-04-29T00:00:00Z,1202818
1568,1927180,94,2014-05-12T00:00:00Z,1202818
1569,2542255,94,2014-11-01T00:00:00Z,1202818
1570,2542256,93,2013-02-01T00:00:00Z,1202818
1571,2542257,94,2010-12-01T00:00:00Z,1202818
1572,2542258,94,2009-03-01T00:00:00Z,1202818
1573,2542259,94,2005-11-01T00:00:00Z,1202818
1574,2542260,94,2005-10-01T00:00:00Z,1202818
1575,2542261,93,2005-09-01T00:00:00Z,1202818
1576,2542262,94,2005-03-01T00:00:00Z,1202818
1577,2545539,94,2006-03-01T00:00:00Z,1202818
1578,2545540,94,2005-04-01T00:00:00Z,1202818
1579,2833767,88,2005-06-01T00:00:00Z,1202818
1580,2838529,88,2007-03-01T00:00:00Z,1202818
1581,1706224,86,2006-04-24T00:00:00Z,1182080
1582,3205035,86,2009-05-15T00:00:00Z,1182080
1583,1365758,91,2012-04-10T00:00:00Z,2878514
1584,2663067,91,2012-04-26T00:00:00Z,2878514
1585,1366449,88,2015-04-21T00:00:00Z,4238144
1586,1801511,92,2015-04-30T00:00:00Z,4238144
1587,1868547,91,2017-03-31T00:00:00Z,4238144
1588,1954228,93,2014-11-26T00:00:00Z,1286768
1589,2542054,91,2017-03-01T00:00:00Z,1286768
1590,2542055,96,2015-08-01T00:00:00Z,1286768
1591,2543245,95,2012-04-01T00:00:00Z,1286768
1592,2663218,92,2012-04-26T00:00:00Z,1286768
1593,1370194,90,2011-12-12T00:00:00Z,1180013
1594,1904862,88,2002-04-30T00:00:00Z,1180013
1595,1922071,93,2017-03-13T00:00:00Z,1180013
1596,2537943,90,2002-06-01T00:00:00Z,1180013
1597,2833815,90,2006-05-01T00:00:00Z,1180013
1598,2837947,92,2004-03-01T00:00:00Z,1180013
1599,3017460,94,2003-12-01T00:00:00Z,1180013
1600,3017624,87,2002-04-01T00:00:00Z,1180013
1601,3331187,92,2019-01-31T00:00:00Z,4405057
1602,1779621,89,2014-08-28T00:00:00Z,3600413
1603,3222153,95,2018-11-28T00:00:00Z,14266884
1604,3222154,95,2013-01-01T00:00:00Z,14266884
1605,217554,95,2001-04-23T00:00:00Z,104008
1606,1373991,90,2010-03-05T00:00:00Z,104008
1607,2841619,90,2001-06-01T00:00:00Z,104008
1608,1808483,89,2016-12-30T00:00:00Z,20670256
1609,3031595,93,2018-04-01T00:00:00Z,20670256
1610,3153062,88,2018-10-01T00:00:00Z,20670256
1611,3507751,15,2020-07-08T00:00:00Z,20670256
1612,3507752,92,2020-07-08T00:00:00Z,20670256
1613,1791951,89,2015-10-30T00:00:00Z,10176101
1614,1366661,91,2013-04-23T00:00:00Z,2233785
1615,2543159,92,2013-04-01T00:00:00Z,2233785
1616,2664439,89,2013-04-25T00:00:00Z,2233785
1617,1373032,92,2010-06-26T00:00:00Z,1149558
1618,1736347,90,2010-04-27T00:00:00Z,1149558
1619,2506222,85,2012-03-01T00:00:00Z,1149558
1620,2543711,91,2016-07-01T00:00:00Z,1149558
1621,2543712,89,2013-02-01T00:00:00Z,1149558
1622,2543713,88,2010-03-01T00:00:00Z,1149558
1623,2833485,85,2010-06-01T00:00:00Z,1149558
1624,229974,96,2006-04-24T00:00:00Z,1385450
1625,1371543,94,2008-01-20T00:00:00Z,1385450
1626,1931311,95,2016-03-04T00:00:00Z,1385450
1627,2835163,90,2006-06-01T00:00:00Z,1385450
1628,2838839,92,2008-03-01T00:00:00Z,1385450
1629,3016010,88,2008-10-01T00:00:00Z,1385450
1630,222124,93,2013-02-28T00:00:00Z,1953088
1631,1944256,93,2013-04-24T00:00:00Z,1953088
1632,2803425,92,2013-10-01T00:00:00Z,1953088
1633,3167370,93,2013-04-09T00:00:00Z,1953088
1634,1762963,94,2011-05-02T00:00:00Z,1824130
1635,1949760,93,2015-11-12T00:00:00Z,1824130
1636,2501517,86,2013-03-01T00:00:00Z,1824130
1637,2539575,88,2011-06-01T00:00:00Z,1824130
1638,2543653,89,2012-02-01T00:00:00Z,1824130
1639,2543654,93,2011-04-01T00:00:00Z,1824130
1640,3331243,91,2019-01-31T00:00:00Z,8044842
1641,3503092,92,2019-10-09T00:00:00Z,8044842
1642,1375156,88,2013-05-08T00:00:00Z,1730407
1643,1762049,89,2011-05-02T00:00:00Z,1730407
1644,1956329,92,2014-02-15T00:00:00Z,1730407
1645,2505687,83,2011-06-01T00:00:00Z,1730407
1646,3169293,89,2012-12-29T00:00:00Z,1730407
1647,3179827,90,2014-03-11T00:00:00Z,1730407
1648,3196903,90,2014-03-11T00:00:00Z,1730407
1649,610066,94,2017-03-31T00:00:00Z,1238450
1650,610068,97,2009-04-29T00:00:00Z,1238450
1651,1948295,93,2015-06-01T00:00:00Z,1238450
1652,2537083,90,2011-03-01T00:00:00Z,1238450
1653,2543779,90,2011-03-01T00:00:00Z,1238450
1654,2543780,89,2010-03-01T00:00:00Z,1238450
1655,2543781,91,2009-04-01T00:00:00Z,1238450
1656,2839851,92,2009-06-01T00:00:00Z,1238450
1657,229413,95,2010-04-27T00:00:00Z,1246297
1658,1944475,96,2013-08-19T00:00:00Z,1246297
1659,2506233,95,2012-03-01T00:00:00Z,1246297
1660,2541893,96,2017-03-01T00:00:00Z,1246297
1661,2541894,96,2015-08-01T00:00:00Z,1246297
1662,2541895,97,2013-11-01T00:00:00Z,1246297
1663,2541896,97,2013-09-01T00:00:00Z,1246297
1664,2541897,96,2010-03-01T00:00:00Z,1246297
1665,2839925,92,2010-06-01T00:00:00Z,1246297
1666,3216770,98,2018-11-18T00:00:00Z,1246297
1667,3216771,19,2018-11-18T00:00:00Z,1246297
1668,231566,94,1999-10-30T00:00:00Z,1198117
1669,1376421,95,2006-10-28T00:00:00Z,1198117
1670,1924320,95,2008-01-19T00:00:00Z,93199
1671,2921509,92,2008-02-01T00:00:00Z,93199
1672,1367126,92,2013-04-25T00:00:00Z,2408502
1673,2664403,95,2013-04-25T00:00:00Z,2408502
1674,1374381,88,2015-05-13T00:00:00Z,1185774
1675,1895311,89,1999-04-23T00:00:00Z,1185774
1676,2549431,92,2008-10-01T00:00:00Z,1185774
1677,2549432,92,2008-09-01T00:00:00Z,1185774
1678,2549433,89,2000-03-01T00:00:00Z,1185774
1679,2549434,89,1999-04-01T00:00:00Z,1185774
1680,1372217,92,2011-07-24T00:00:00Z,1229910
1681,1706027,92,2006-04-24T00:00:00Z,1229910
1682,2838913,88,2008-03-01T00:00:00Z,1229910
1683,2839277,88,2006-06-01T00:00:00Z,1229910
1684,1372539,89,2011-07-09T00:00:00Z,2746335
1685,1706147,93,2006-04-24T00:00:00Z,2746335
1686,1930974,94,2010-07-26T00:00:00Z,2746335
1687,2548953,91,2014-02-01T00:00:00Z,2746335
1688,2548954,92,2013-09-01T00:00:00Z,2746335
1689,2548955,92,2008-05-01T00:00:00Z,2746335
1690,2548956,92,2007-01-01T00:00:00Z,2746335
1691,2548957,92,2006-04-01T00:00:00Z,2746335
1692,2548958,93,2006-04-01T00:00:00Z,2746335
1693,2829829,83,2006-06-01T00:00:00Z,2746335
1694,2838869,83,2008-03-01T00:00:00Z,2746335
1695,3015915,91,2008-10-01T00:00:00Z,2746335
1696,1375618,88,2003-11-21T00:00:00Z,1185193
1697,1878945,92,1993-08-23T00:00:00Z,1185193
1698,2541570,66,2001-06-01T00:00:00Z,1185193
1699,199005,95,2006-04-24T00:00:00Z,1104693
1700,2542235,94,2008-02-01T00:00:00Z,1104693
1701,2542236,93,2006-04-01T00:00:00Z,1104693
1702,2542237,92,2006-03-01T00:00:00Z,1104693
1703,2829896,90,2006-06-01T00:00:00Z,1104693
1704,2829897,85,2006-06-01T00:00:00Z,1104693
1705,2838898,90,2008-03-01T00:00:00Z,1104693
1706,3016032,94,2008-10-01T00:00:00Z,1104693
1707,1792788,88,2015-10-30T00:00:00Z,8637754
1708,2481272,89,2017-04-01T00:00:00Z,8637754
1709,1366695,88,2013-04-23T00:00:00Z,4730669
1710,1803040,85,2015-04-30T00:00:00Z,4730669
1711,2544231,87,2013-04-01T00:00:00Z,4730669
1712,1371644,90,2012-01-26T00:00:00Z,2701056
1713,1736217,93,2010-04-27T00:00:00Z,2701056
1714,2506176,88,2012-03-01T00:00:00Z,2701056
1715,2839908,88,2010-06-01T00:00:00Z,2701056
1716,3169738,95,2012-11-12T00:00:00Z,2701056
1717,1373105,92,2010-06-28T00:00:00Z,1356944
1718,1735808,92,2010-04-27T00:00:00Z,1356944
1719,2542910,92,2013-03-01T00:00:00Z,1356944
1720,2542911,91,2010-03-01T00:00:00Z,1356944
1721,3219689,93,2018-10-28T00:00:00Z,1356944
1722,222231,95,2010-04-27T00:00:00Z,1219348
1723,1371294,93,2012-02-05T00:00:00Z,1219348
1724,2506220,97,2012-03-01T00:00:00Z,1219348
1725,2527615,96,2012-03-01T00:00:00Z,1219348
1726,2527617,97,2012-03-01T00:00:00Z,1219348
1727,2527619,92,2010-03-01T00:00:00Z,1219348
1728,2839911,93,2010-06-01T00:00:00Z,1219348
1729,1367640,88,2015-04-27T00:00:00Z,148608172
1730,1801781,91,2015-04-30T00:00:00Z,148608172
1731,1868645,89,2017-03-31T00:00:00Z,148608172
1732,2544065,87,2015-04-01T00:00:00Z,148608172
1733,1365734,85,2017-04-01T00:00:00Z,2622896
1734,2664281,87,2013-04-25T00:00:00Z,2622896
1735,1373448,90,2015-03-11T00:00:00Z,2229906
1736,2664457,91,2013-04-25T00:00:00Z,2229906
1737,1371613,88,2014-01-25T00:00:00Z,104158
1738,1734293,84,2009-02-25T00:00:00Z,104158
1739,2498559,90,2009-03-01T00:00:00Z,104158
1740,2770520,87,2009-12-01T00:00:00Z,104158
1741,2839527,88,2007-06-01T00:00:00Z,104158
1742,217276,92,2011-05-02T00:00:00Z,2028092
1743,1366303,90,2011-04-21T00:00:00Z,2028092
1744,1949758,95,2015-11-11T00:00:00Z,2028092
1745,2506065,83,2011-06-01T00:00:00Z,2028092
1746,2507753,83,2013-03-01T00:00:00Z,2028092
1747,2546465,88,2011-04-01T00:00:00Z,2028092
1748,2865768,92,2015-10-01T00:00:00Z,2028092
1749,3177923,90,2015-04-19T00:00:00Z,2028092
1750,1801916,86,2015-04-30T00:00:00Z,7946460
1751,1403233,90,2016-09-02T00:00:00Z,4702438
1752,1958063,91,2017-03-25T00:00:00Z,4702438
1753,1783211,78,2014-04-30T00:00:00Z,5155692
1754,238089,95,2010-04-27T00:00:00Z,1369380
1755,1369678,93,2010-08-26T00:00:00Z,1369380
1756,1944959,93,2016-03-18T00:00:00Z,1369380
1757,2537165,83,2012-01-01T00:00:00Z,1369380
1758,2539475,86,2012-01-01T00:00:00Z,1369380
1759,2833489,85,2010-06-01T00:00:00Z,1369380
1760,2839914,88,2010-06-01T00:00:00Z,1369380
1761,1370429,91,2011-12-21T00:00:00Z,1151985
1762,1712527,93,2007-04-30T00:00:00Z,1151985
1763,2498439,86,2009-03-01T00:00:00Z,1151985
1764,2543876,90,2009-11-01T00:00:00Z,1151985
1765,2543877,89,2009-02-01T00:00:00Z,1151985
1766,2543878,91,2008-03-01T00:00:00Z,1151985
1767,2543879,91,2007-03-01T00:00:00Z,1151985
1768,2839622,85,2007-06-01T00:00:00Z,1151985
1769,206558,97,2010-04-27T00:00:00Z,1524682
1770,2537168,85,2012-01-01T00:00:00Z,1524682
1771,2539478,90,2012-01-01T00:00:00Z,1524682
1772,2545826,95,2012-03-01T00:00:00Z,1524682
1773,2545827,87,2010-03-01T00:00:00Z,1524682
1774,2833495,88,2010-06-01T00:00:00Z,1524682
1775,2839922,81,2010-06-01T00:00:00Z,1524682
1776,3505181,96,2020-02-12T00:00:00Z,2628313
1777,3505182,95,2015-01-01T00:00:00Z,2628313
1778,2546441,88,2012-04-01T00:00:00Z,3021807
1779,2663105,90,2012-04-26T00:00:00Z,3021807
1780,1486257,85,2012-08-08T00:00:00Z,1520917
1781,2517055,90,2014-12-01T00:00:00Z,1520917
1782,1706226,90,2006-04-24T00:00:00Z,1240553
1783,2546045,90,2008-09-01T00:00:00Z,1240553
1784,2546046,90,2008-05-01T00:00:00Z,1240553
1785,2546047,91,2007-01-01T00:00:00Z,1240553
1786,2546048,89,2006-04-01T00:00:00Z,1240553
1787,2840031,92,2006-06-01T00:00:00Z,1240553
1788,1723524,94,2008-04-30T00:00:00Z,1329141
1789,1862582,90,2017-06-30T00:00:00Z,1329141
1790,2499150,86,2008-06-01T00:00:00Z,1329141
1791,2499151,87,2008-06-01T00:00:00Z,1329141
1792,2536731,86,2010-03-01T00:00:00Z,1329141
1793,2543839,90,2017-01-01T00:00:00Z,1329141
1794,2543840,91,2008-03-01T00:00:00Z,1329141
1795,1366667,84,2013-04-23T00:00:00Z,2544502
1796,1848755,88,2013-04-25T00:00:00Z,2544502
1797,2664505,85,2013-04-25T00:00:00Z,2544502
1798,1374032,84,2010-03-05T00:00:00Z,1261329
1799,1903625,94,2001-04-23T00:00:00Z,1261329
1800,2841595,93,2001-06-01T00:00:00Z,1261329
1801,2842269,93,2003-01-01T00:00:00Z,1261329
1802,3224808,95,2018-10-29T00:00:00Z,91457254
1803,1365769,91,2012-04-13T00:00:00Z,1671232
1804,2543234,94,2012-04-01T00:00:00Z,1671232
1805,2663163,92,2012-04-26T00:00:00Z,1671232
1806,2663225,89,2012-04-26T00:00:00Z,1828385
1807,1372794,92,2010-06-23T00:00:00Z,1226162
1808,1712518,94,2007-04-30T00:00:00Z,1226162
1809,2498531,90,2009-03-01T00:00:00Z,1226162
1810,2839480,90,2007-06-01T00:00:00Z,1226162
1811,1372334,88,2013-07-29T00:00:00Z,1336645
1812,1701307,93,2005-04-29T00:00:00Z,1336645
1813,2550606,68,2014-06-01T00:00:00Z,1336645
1814,2550607,88,2012-02-01T00:00:00Z,1336645
1815,2550608,88,2011-11-01T00:00:00Z,1336645
1816,2550609,88,2011-06-01T00:00:00Z,1336645
1817,2550610,90,2006-03-01T00:00:00Z,1336645
1818,2550611,90,2005-04-01T00:00:00Z,1336645
1819,2834109,90,2005-06-01T00:00:00Z,1336645
1820,2664576,89,2013-04-25T00:00:00Z,4014437
1821,1369941,88,2012-08-05T00:00:00Z,2737824
1822,1712586,90,2007-04-30T00:00:00Z,2737824
1823,2498572,83,2009-03-01T00:00:00Z,2737824
1824,2545916,90,2014-02-01T00:00:00Z,2737824
1825,2545917,90,2012-02-01T00:00:00Z,2737824
1826,2545918,90,2008-03-01T00:00:00Z,2737824
1827,2545919,91,2007-03-01T00:00:00Z,2737824
1828,2839551,85,2007-06-01T00:00:00Z,2737824
1829,1367380,93,2013-04-26T00:00:00Z,2623029
1830,2543506,90,2013-04-01T00:00:00Z,2623029
1831,2664414,95,2013-04-25T00:00:00Z,2623029
1832,1365770,90,2012-04-13T00:00:00Z,2991771
1833,2663102,92,2012-04-26T00:00:00Z,2991771
1834,1367553,86,2016-04-26T00:00:00Z,17389262
1835,1698186,90,2017-10-31T00:00:00Z,17389262
1836,1834588,92,2016-04-28T00:00:00Z,17389262
1837,1732312,92,2009-04-29T00:00:00Z,57074
1838,2832969,85,2009-06-01T00:00:00Z,57074
1839,2663171,89,2012-04-26T00:00:00Z,4001822
1840,1723423,91,2008-04-30T00:00:00Z,1170586
1841,1862548,90,2017-06-30T00:00:00Z,1170586
1842,2498937,86,2008-06-01T00:00:00Z,1170586
1843,2536660,88,2010-03-01T00:00:00Z,1170586
1844,2543829,90,2012-02-01T00:00:00Z,1170586
1845,2543830,89,2009-03-01T00:00:00Z,1170586
1846,2543831,92,2008-03-01T00:00:00Z,1170586
1847,1366659,87,2013-04-23T00:00:00Z,2030228
1848,2546375,88,2013-04-01T00:00:00Z,2030228
1849,2664746,87,2013-04-25T00:00:00Z,2030228
1850,609697,94,2017-03-31T00:00:00Z,1551659
1851,609701,95,2001-04-23T00:00:00Z,1551659
1852,1921328,95,2015-11-24T00:00:00Z,1551659
1853,2542581,93,2010-06-01T00:00:00Z,1551659
1854,2542582,95,2008-02-01T00:00:00Z,1551659
1855,2542583,89,2007-09-01T00:00:00Z,1551659
1856,2542584,95,2005-06-01T00:00:00Z,1551659
1857,2542585,95,2004-10-01T00:00:00Z,1551659
1858,2542586,96,2004-06-01T00:00:00Z,1551659
1859,2542587,94,2003-03-01T00:00:00Z,1551659
1860,2542588,94,2002-11-01T00:00:00Z,1551659
1861,2542589,95,2002-09-01T00:00:00Z,1551659
1862,2841421,92,2001-06-01T00:00:00Z,1551659
1863,3174349,89,2015-11-23T00:00:00Z,1551659
1864,1375549,90,2013-11-19T00:00:00Z,1170335
1865,1733957,91,2009-02-25T00:00:00Z,1170335
1866,2498525,86,2009-03-01T00:00:00Z,1170335
1867,2543867,89,2009-11-01T00:00:00Z,1170335
1868,2543868,90,2008-04-01T00:00:00Z,1170335
1869,2543869,92,2007-03-01T00:00:00Z,1170335
1870,2839470,86,2007-06-01T00:00:00Z,1170335
1871,3179072,89,2014-04-23T00:00:00Z,1170335
1872,211875,96,1996-04-26T00:00:00Z,104050
1873,1372048,96,2011-07-16T00:00:00Z,104050
1874,2505062,93,1998-03-01T00:00:00Z,104050
1875,2549578,87,2008-09-01T00:00:00Z,104050
1876,2549579,91,2008-02-01T00:00:00Z,104050
1877,2549580,94,2008-02-01T00:00:00Z,104050
1878,2549581,93,2007-02-01T00:00:00Z,104050
1879,2549582,91,2007-01-01T00:00:00Z,104050
1880,2549583,94,2007-01-01T00:00:00Z,104050
1881,2549584,91,2006-10-01T00:00:00Z,104050
1882,2549585,89,2005-09-01T00:00:00Z,104050
1883,2549586,90,2003-10-01T00:00:00Z,104050
1884,2549587,96,1997-07-01T00:00:00Z,104050
1885,1368451,90,2017-04-29T00:00:00Z,123591424
1886,1863466,90,2017-04-28T00:00:00Z,123591424
1887,2567651,87,2017-04-01T00:00:00Z,123591424
1888,3298831,91,2018-11-30T00:00:00Z,123591424
1889,1483383,80,2002-07-08T00:00:00Z,1153972
1890,1906797,91,2002-12-31T00:00:00Z,1153972
1891,1369850,92,2009-08-31T00:00:00Z,1197217
1892,1732066,94,2009-04-29T00:00:00Z,1197217
1893,1947470,94,2012-08-03T00:00:00Z,1197217
1894,2543794,90,2015-04-01T00:00:00Z,1197217
1895,2543795,92,2010-03-01T00:00:00Z,1197217
1896,2543796,92,2009-04-01T00:00:00Z,1197217
1897,3172873,87,2014-05-31T00:00:00Z,1197217
1898,1478695,91,2017-07-07T00:00:00Z,1349574
1899,3210764,3,2018-10-31T00:00:00Z,1349574
1900,3210765,98,2013-01-01T00:00:00Z,1349574
1901,3210766,100,2013-01-01T00:00:00Z,1349574
1902,1917272,90,2004-04-26T00:00:00Z,1190483
1903,2838361,86,2006-03-01T00:00:00Z,1190483
1904,2839796,86,2004-06-01T00:00:00Z,1190483
1905,1369878,91,2009-08-31T00:00:00Z,1125562
1906,1731911,93,2009-04-29T00:00:00Z,1125562
1907,2537043,90,2011-03-01T00:00:00Z,1125562
1908,2543742,90,2014-06-01T00:00:00Z,1125562
1909,2543743,90,2010-12-01T00:00:00Z,1125562
1910,2543744,91,2009-04-01T00:00:00Z,1125562
1911,2833020,90,2009-06-01T00:00:00Z,1125562
1912,1888411,90,1997-04-25T00:00:00Z,104014
1913,2505388,90,1999-03-01T00:00:00Z,104014
1914,1370929,91,2013-02-15T00:00:00Z,1150813
1915,1917162,91,2004-04-26T00:00:00Z,1150813
1916,2549135,91,2013-11-01T00:00:00Z,1150813
1917,2549136,92,2010-07-01T00:00:00Z,1150813
1918,2549137,92,2009-02-01T00:00:00Z,1150813
1919,2549138,92,2005-02-01T00:00:00Z,1150813
1920,2549139,92,2004-11-01T00:00:00Z,1150813
1921,2549140,90,2004-07-01T00:00:00Z,1150813
1922,2549141,92,2004-03-01T00:00:00Z,1150813
1923,2833512,79,2004-06-01T00:00:00Z,1150813
1924,2833514,90,2004-06-01T00:00:00Z,1150813
1925,2838342,88,2006-03-01T00:00:00Z,1150813
1926,3016688,90,2006-10-01T00:00:00Z,1150813
1927,1366295,89,2011-04-21T00:00:00Z,1219278
1928,2505677,85,2011-06-01T00:00:00Z,1219278
1929,3012686,93,2018-06-01T00:00:00Z,14179244
1930,3446608,96,2019-03-21T00:00:00Z,14179244
1931,3446609,96,2014-01-01T00:00:00Z,14179244
1932,3492829,94,2019-07-25T00:00:00Z,14179244
1933,3497998,96,2019-06-01T00:00:00Z,14179244
1934,3497999,96,2014-01-01T00:00:00Z,14179244
1935,3506562,93,2020-05-07T00:00:00Z,14179244
1936,3506628,94,2020-05-11T00:00:00Z,14179244
1937,1369874,92,2009-08-31T00:00:00Z,1818862
1938,1731910,93,2009-04-29T00:00:00Z,1818862
1939,1947561,91,2012-08-08T00:00:00Z,1818862
1940,2537042,88,2011-03-01T00:00:00Z,1818862
1941,2543740,90,2010-03-01T00:00:00Z,1818862
1942,2543741,91,2009-04-01T00:00:00Z,1818862
1943,2833018,88,2009-06-01T00:00:00Z,1818862
1944,1826079,90,2016-08-31T00:00:00Z,15202810
1945,3012782,90,2018-04-01T00:00:00Z,9826764
1946,1835786,90,2016-04-28T00:00:00Z,19292630
1947,2947271,85,2018-02-21T00:00:00Z,19292630
1948,1723537,92,2008-04-30T00:00:00Z,105382
1949,1862593,92,2017-06-30T00:00:00Z,105382
1950,2499155,92,2008-06-01T00:00:00Z,105382
1951,2536733,92,2010-03-01T00:00:00Z,105382
1952,2548814,91,2017-01-01T00:00:00Z,105382
1953,2548815,93,2010-11-01T00:00:00Z,105382
1954,2548816,91,2009-03-01T00:00:00Z,105382
1955,2548817,94,2008-03-01T00:00:00Z,105382
1956,197451,98,2011-05-02T00:00:00Z,1649519
1957,1366044,94,2011-04-20T00:00:00Z,1649519
1958,1949734,96,2015-09-13T00:00:00Z,1649519
1959,2505982,92,2011-06-01T00:00:00Z,1649519
1960,2507749,92,2013-03-01T00:00:00Z,1649519
1961,2527564,96,2012-02-01T00:00:00Z,1649519
1962,2527565,95,2011-04-01T00:00:00Z,1649519
1963,1784038,90,2015-06-29T00:00:00Z,8596744
1964,1982979,91,2015-08-11T00:00:00Z,8596744
1965,3176448,90,2015-07-09T00:00:00Z,8596744
1966,1762575,88,2011-05-02T00:00:00Z,1468036
1967,1370924,92,2013-02-15T00:00:00Z,1441205
1968,1761953,92,2011-05-02T00:00:00Z,1441205
1969,2505693,86,2011-06-01T00:00:00Z,1441205
1970,2505694,83,2011-06-01T00:00:00Z,1441205
1971,2507789,86,2013-03-01T00:00:00Z,1441205
1972,2507790,85,2013-03-01T00:00:00Z,1441205
1973,2543630,90,2011-04-01T00:00:00Z,1441205
1974,1723313,90,2008-04-30T00:00:00Z,1174842
1975,1862532,87,2017-06-30T00:00:00Z,1174842
1976,2499095,89,2008-06-01T00:00:00Z,1174842
1977,2536704,90,2010-03-01T00:00:00Z,1174842
1978,1372259,90,2013-07-26T00:00:00Z,104437
1979,1712550,91,2007-04-30T00:00:00Z,104437
1980,2498463,83,2009-03-01T00:00:00Z,104437
1981,1697413,96,2017-10-31T00:00:00Z,115477468
1982,3125122,96,2018-08-31T00:00:00Z,115477468
1983,3505141,98,2020-02-08T00:00:00Z,115477468
1984,3505142,97,2015-01-01T00:00:00Z,115477468
1985,3505143,96,2015-01-01T00:00:00Z,115477468
1986,1698193,93,2017-10-31T00:00:00Z,145351654
1987,1812317,92,2016-10-28T00:00:00Z,145351654
1988,3500988,92,2019-08-30T00:00:00Z,145351654
1989,3502050,88,2019-08-30T00:00:00Z,156132323
1990,2949027,88,2018-02-21T00:00:00Z,14171884
1991,3001391,95,2018-06-12T00:00:00Z,14171884
1992,245568,92,2010-04-27T00:00:00Z,1403099
1993,1369668,93,2010-08-26T00:00:00Z,1403099
1994,1862448,93,2017-06-30T00:00:00Z,1403099
1995,2506191,90,2012-03-01T00:00:00Z,1403099
1996,2539496,88,2010-06-01T00:00:00Z,1403099
1997,3489161,91,2019-03-14T00:00:00Z,1403099
1998,1365963,91,2011-04-19T00:00:00Z,1874327
1999,1762369,90,2011-05-02T00:00:00Z,1874327
2000,2505708,86,2011-06-01T00:00:00Z,1874327
2001,2507794,86,2013-03-01T00:00:00Z,1874327
2002,1802149,92,2015-04-30T00:00:00Z,4675714
2003,1868878,91,2017-03-31T00:00:00Z,4675714
2004,3448131,93,2019-04-20T00:00:00Z,150815529
2005,3448132,95,2019-04-20T00:00:00Z,150815529
2006,3448136,96,2019-04-20T00:00:00Z,150815529
2007,3448137,90,2019-04-20T00:00:00Z,150815529
2008,3448138,90,2019-04-20T00:00:00Z,150815529
2009,3448139,90,2019-04-20T00:00:00Z,150815529
2010,3504949,95,2020-01-22T00:00:00Z,150815529
2011,3337181,96,2019-02-16T00:00:00Z,28251349
2012,3337182,96,2019-02-16T00:00:00Z,28251349
2013,2662902,90,2012-04-26T00:00:00Z,3043575
2014,611581,93,2016-12-30T00:00:00Z,14140544
2015,3225625,91,2018-10-31T00:00:00Z,14140544
2016,2663226,89,2012-04-26T00:00:00Z,1762652
2017,3501297,88,2019-08-30T00:00:00Z,155159794
2018,1903581,90,2001-04-23T00:00:00Z,1202638
2019,1367062,91,2012-04-25T00:00:00Z,2112667
2020,2543265,92,2015-04-01T00:00:00Z,2112667
2021,2543266,90,2012-04-01T00:00:00Z,2112667
2022,2663035,89,2012-04-26T00:00:00Z,2112667
2023,3172871,93,2014-05-31T00:00:00Z,2112667
2024,1366152,90,2014-04-20T00:00:00Z,2955645
2025,1824402,87,2016-07-29T00:00:00Z,2955645
2026,2546289,88,2014-04-01T00:00:00Z,2955645
2027,2706319,93,2017-01-01T00:00:00Z,2955645
2028,1370944,83,2014-02-16T00:00:00Z,3120000
2029,2662983,80,2012-04-26T00:00:00Z,3120000
2030,239566,93,2011-05-02T00:00:00Z,1934573
2031,1373680,91,2014-03-18T00:00:00Z,1934573
2032,1949557,91,2015-04-07T00:00:00Z,1934573
2033,2501483,86,2013-03-01T00:00:00Z,1934573
2034,2506124,86,2011-06-01T00:00:00Z,1934573
2035,1366046,92,2011-04-20T00:00:00Z,1600940
2036,1761392,93,2011-05-02T00:00:00Z,1600940
2037,1862396,93,2017-06-30T00:00:00Z,1600940
2038,1949564,93,2015-04-19T00:00:00Z,1600940
2039,2506094,86,2011-06-01T00:00:00Z,1600940
2040,2507763,86,2013-03-01T00:00:00Z,1600940
2041,209932,94,2007-10-31T00:00:00Z,1354455
2042,1371449,93,2013-01-14T00:00:00Z,1354455
2043,1934480,95,2011-11-29T00:00:00Z,1354455
2044,2770424,91,2009-02-01T00:00:00Z,1354455
2045,1372738,94,2009-06-20T00:00:00Z,1185011
2046,1706061,94,2006-04-24T00:00:00Z,1185011
2047,2829766,88,2006-06-01T00:00:00Z,1185011
2048,2838859,90,2008-03-01T00:00:00Z,1185011
2049,3016026,90,2008-10-01T00:00:00Z,1185011
2050,1366639,92,2013-04-23T00:00:00Z,2233784
2051,2543176,93,2013-04-01T00:00:00Z,2233784
2052,2664626,91,2013-04-25T00:00:00Z,2233784
2053,1376080,90,2011-10-01T00:00:00Z,1221646
2054,1711539,90,2007-04-30T00:00:00Z,1221646
2055,2545986,90,2007-01-01T00:00:00Z,1221646
2056,2545987,89,2006-04-01T00:00:00Z,1221646
2057,2829809,88,2006-06-01T00:00:00Z,1221646
